ID,Assembly,TrackClass,TrackType,CellClass,CellType,Description,ProcessingLogs,Title,MetaData
SRX1709974,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"44179734,97.2,77.0,458",GSM2125119: T47D-A E2 45 mins ER ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast cancer cells	tissue type=ER+/PRA+/PRB- T47D cell models	er/pr status=ER+/PRA+/PRB-	drug treatment=10 nM Estradiol	hormone exposure time=45 minutes	chip antibody=anti-ER (SC biotech HC-20, cat# SC-543, lot# F0515)"
SRX1709975,hg38,TFs and others,PGR,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"44473194,97.5,69.4,1361",GSM2125120: T47D-A R5020 45 mins PR ChIP; Homo sapiens; ChIP-Seq,source_name=Breast cancer cells	tissue type=ER+/PRA+/PRB- T47D cell models	er/pr status=ER+/PRA+/PRB-	drug treatment=10 nM R5020	hormone exposure time=45 minutes	chip antibody=anti-PR (inhouse KD68)
SRX1709976,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"10851528,98.4,7.8,380",GSM2125121: T47D-A R5020 45 mins ER ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast cancer cells	tissue type=ER+/PRA+/PRB- T47D cell models	er/pr status=ER+/PRA+/PRB-	drug treatment=10 nM R5020	hormone exposure time=45 minutes	chip antibody=anti-ER (SC biotech HC-20, cat# SC-543, lot# F0515)"
SRX1709977,hg38,TFs and others,PGR,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"27675067,97.8,21.5,6195",GSM2125122: T47D-A E2+R5020 45 mins PR ChIP; Homo sapiens; ChIP-Seq,source_name=Breast cancer cells	tissue type=ER+/PRA+/PRB- T47D cell models	er/pr status=ER+/PRA+/PRB-	drug treatment=10nM Estradiol + 10 nM R5020	hormone exposure time=45 minutes	chip antibody=anti-PR (inhouse KD68)
SRX1709978,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"20937481,98.3,34.6,724",GSM2125123: T47D-A E2+R5020 45 mins ER ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast cancer cells	tissue type=ER+/PRA+/PRB- T47D cell models	er/pr status=ER+/PRA+/PRB-	drug treatment=10nM Estradiol + 10 nM R5020	hormone exposure time=45 minutes	chip antibody=anti-ER (SC biotech HC-20, cat# SC-543, lot# F0515)"
SRX1709983,hg38,TFs and others,PGR,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"33289426,95.4,10.2,867",GSM2125128: T47D-B Vehicle 45 mins PR ChIP; Homo sapiens; ChIP-Seq,source_name=Breast cancer cells	tissue type=ER+/PRA-/PRB+ T47D cell models	er/pr status=ER+/PRA-/PRB+	drug treatment=Vehicle	hormone exposure time=45 minutes	chip antibody=anti-PR (inhouse KD68)
SRX1709984,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"26070012,95.2,11.4,1045",GSM2125129: T47D-B Vehicle 45 mins ER ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast cancer cells	tissue type=ER+/PRA-/PRB+ T47D cell models	er/pr status=ER+/PRA-/PRB+	drug treatment=Vehicle	hormone exposure time=45 minutes	chip antibody=anti-ER (SC biotech HC-20, cat# SC-543, lot# F0515)"
SRX1709985,hg38,TFs and others,PGR,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"30143502,97.6,5.7,802",GSM2125130: T47D-B E2 45 mins PR ChIP; Homo sapiens; ChIP-Seq,source_name=Breast cancer cells	tissue type=ER+/PRA-/PRB+ T47D cell models	er/pr status=ER+/PRA-/PRB+	drug treatment=10 nM Estradiol	hormone exposure time=45 minutes	chip antibody=anti-PR (inhouse KD68)
SRX1709986,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"26114331,96.7,6.5,2085",GSM2125131: T47D-B E2 45 mins ER ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast cancer cells	tissue type=ER+/PRA-/PRB+ T47D cell models	er/pr status=ER+/PRA-/PRB+	drug treatment=10 nM Estradiol	hormone exposure time=45 minutes	chip antibody=anti-ER (SC biotech HC-20, cat# SC-543, lot# F0515)"
SRX1709987,hg38,TFs and others,PGR,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"24788228,97.0,8.6,1610",GSM2125132: T47D-B R5020 45 mins PR ChIP; Homo sapiens; ChIP-Seq,source_name=Breast cancer cells	tissue type=ER+/PRA-/PRB+ T47D cell models	er/pr status=ER+/PRA-/PRB+	drug treatment=10 nM R5020	hormone exposure time=45 minutes	chip antibody=anti-PR (inhouse KD68)
SRX1709988,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"27037646,97.7,9.3,780",GSM2125133: T47D-B R5020 45 mins ER ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast cancer cells	tissue type=ER+/PRA-/PRB+ T47D cell models	er/pr status=ER+/PRA-/PRB+	drug treatment=10 nM R5020	hormone exposure time=45 minutes	chip antibody=anti-ER (SC biotech HC-20, cat# SC-543, lot# F0515)"
SRX1709989,hg38,TFs and others,PGR,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"20539080,96.9,23.9,1157",GSM2125134: T47D-B E2+R5020 45 mins PR ChIP; Homo sapiens; ChIP-Seq,source_name=Breast cancer cells	tissue type=ER+/PRA-/PRB+ T47D cell models	er/pr status=ER+/PRA-/PRB+	drug treatment=10nM Estradiol + 10 nM R5020	hormone exposure time=45 minutes	chip antibody=anti-PR (inhouse KD68)
SRX1709990,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"20564069,97.2,13.4,2711",GSM2125135: T47D-B E2+R5020 45 mins ER ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast cancer cells	tissue type=ER+/PRA-/PRB+ T47D cell models	er/pr status=ER+/PRA-/PRB+	drug treatment=10nM Estradiol + 10 nM R5020	hormone exposure time=45 minutes	chip antibody=anti-ER (SC biotech HC-20, cat# SC-543, lot# F0515)"
SRX1733712,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"42052230,96.7,2.3,1106",GSM2135489: Vehicle DMSO ER; Homo sapiens; ChIP-Seq,"source_name=Vehicle DMSO, ER ChIP	cell line=MCF7-tet-on-shCtr9	cell type=ER{alpha}-positive breast cancer cells	culture conditions=Vehicle	treatment=DMSO	chip antibody=Anti-ERα (Santa Cruz, sc-543, clone HC-20)"
SRX1733713,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"36284283,96.7,2.7,3861",GSM2135490: Vehicle E2 ER; Homo sapiens; ChIP-Seq,"source_name=Vehicle E2, ER ChIP	cell line=MCF7-tet-on-shCtr9	cell type=ER{alpha}-positive breast cancer cells	culture conditions=Vehicle	treatment=E2	chip antibody=Anti-ERα (Santa Cruz, sc-543, clone HC-20)"
SRX1733714,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"43405926,98.2,2.3,1037",GSM2135491: Dox DMSO ER; Homo sapiens; ChIP-Seq,"source_name=Dox DMSO, ER ChIP	cell line=MCF7-tet-on-shCtr9	cell type=ER{alpha}-positive breast cancer cells	culture conditions=Dox	treatment=DMSO	chip antibody=Anti-ERα (Santa Cruz, sc-543, clone HC-20)"
SRX1733715,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"46048808,98.3,3.0,2554",GSM2135492: Dox E2 ER; Homo sapiens; ChIP-Seq,"source_name=Dox E2, ER ChIP	cell line=MCF7-tet-on-shCtr9	cell type=ER{alpha}-positive breast cancer cells	culture conditions=Dox	treatment=E2	chip antibody=Anti-ERα (Santa Cruz, sc-543, clone HC-20)"
SRX17380076,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"55207568,95.2,2.9,16462","GSM6529227: HeLa, Active Motif 2.5ug H3K27ac; Homo sapiens; ChIP-Seq",source_name=cervical	biomaterial_provider=Drosophila spike-in chromatin (Active Motif 53083) was added to chromatin at 1% of total mass. This master mix of sample chromatin plus spike-in chromatin was distributed to each IP.	tissue=cervical	cell line=HeLa	chip antibody=Active Motif H3K27ac #39133 lot: 06921014	treatment=none	geo_loc_name=missing	collection_date=missing
SRX17380077,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"61686944,97.5,3.5,16590","GSM6529228: HeLa, Active Motif 20ug H3K27ac; Homo sapiens; ChIP-Seq",source_name=cervical	biomaterial_provider=Drosophila spike-in chromatin (Active Motif 53083) was added to chromatin at 1% of total mass. This master mix of sample chromatin plus spike-in chromatin was distributed to each IP.	tissue=cervical	cell line=HeLa	chip antibody=Active Motif H3K27ac #39133 lot: 06921014	treatment=none	geo_loc_name=missing	collection_date=missing
SRX17380078,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"63327524,97.5,3.0,9975","GSM6529229: HeLa, Diagenode 2.5ug H3K27ac; Homo sapiens; ChIP-Seq",source_name=cervical	biomaterial_provider=Drosophila spike-in chromatin (Active Motif 53083) was added to chromatin at 1% of total mass. This master mix of sample chromatin plus spike-in chromatin was distributed to each IP.	tissue=cervical	cell line=HeLa	chip antibody=Diagenode #15410196 lot: A1723-0041D	treatment=none	geo_loc_name=missing	collection_date=missing
SRX17380079,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"64501390,97.7,2.7,407","GSM6529230: HeLa, Diagenode 20ug H3K27ac; Homo sapiens; ChIP-Seq",source_name=cervical	biomaterial_provider=Drosophila spike-in chromatin (Active Motif 53083) was added to chromatin at 1% of total mass. This master mix of sample chromatin plus spike-in chromatin was distributed to each IP.	tissue=cervical	cell line=HeLa	chip antibody=Diagenode #15410196 lot: A1723-0041D	treatment=none	geo_loc_name=missing	collection_date=missing
SRX17380084,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"13053036,93.1,1.8,3193","GSM6529235: HeLa, Active Motif 2.5ug K27ac, 12.5M reads; Homo sapiens; ChIP-Seq",source_name=cervical	tissue=cervical	cell line=HeLa	chip antibody=Active Motif #39133 lot: 16119013	treatment=none
SRX17380085,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"11513184,96.0,1.3,1734","GSM6529236: HeLa, Active Motif 20ug K27ac, 12.5M reads; Homo sapiens; ChIP-Seq",source_name=cervical	tissue=cervical	cell line=HeLa	chip antibody=Active Motif #39133 lot: 16119013	treatment=none
SRX17380086,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"15190017,96.7,1.3,1439","GSM6529237: HeLa, Diagenode 2.5ug K27ac, 12.5M reads; Homo sapiens; ChIP-Seq",source_name=cervical	tissue=cervical	cell line=HeLa	chip antibody=Diagenode #15410196 lot: A1723-0041D	treatment=none
SRX17380087,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"16711507,91.8,0.9,173","GSM6529238: HeLa, Diagenode 20ug K27ac, 12.5M reads; Homo sapiens; ChIP-Seq",source_name=cervical	tissue=cervical	cell line=HeLa	chip antibody=Diagenode #15410196 lot: A1723-0041D	treatment=none
SRX17408419,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"90826659,95.8,93.0,45",GSM6538286: HeLa 56ug mito ATAC; Homo sapiens; ATAC-seq,source_name=HeLa S3	cell line=HeLa S3	genotype=WT	geo_loc_name=missing	collection_date=missing
SRX17408420,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"55943122,97.3,88.5,67",GSM6538287: HeLa 5ug mito ATAC; Homo sapiens; ATAC-seq,source_name=HeLa S3	cell line=HeLa S3	genotype=WT	geo_loc_name=missing	collection_date=missing
SRX1745724,hg38,TFs and others,ESR1,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","15331544,94.9,2.0,983",GSM2144746: Tumor A ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=ERa (SC-543; Santa Cruz)
SRX1745727,hg38,Histone,H3K27ac,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","23175814,96.6,4.1,33780",GSM2144749: Tumor A H3K27ac; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=H3K27ac (39133; Active motif)
SRX1745728,hg38,TFs and others,ESR1,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","34593703,98.0,3.6,3130",GSM2144750: Tumor B ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=ERa (SC-543; Santa Cruz)
SRX1745731,hg38,Histone,H3K27ac,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","32025533,98.5,9.9,47219",GSM2144753: Tumor B H3K27ac; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=H3K27ac (39133; Active motif)
SRX1745732,hg38,TFs and others,ESR1,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","21716690,98.0,1.9,3709",GSM2144754: Tumor C ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=ERa (SC-543; Santa Cruz)
SRX1745735,hg38,Histone,H3K27ac,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","25380006,93.8,4.0,26799",GSM2144757: Tumor C H3K27ac; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=H3K27ac (39133; Active motif)
SRX1745736,hg38,TFs and others,ESR1,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","19603948,93.6,7.1,7165",GSM2144758: Tumor D ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=ERa (SC-543; Santa Cruz)
SRX1745738,hg38,TFs and others,ESR1,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","14930170,83.3,4.4,10176",GSM2144760: Tumor E ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=ERa (SC-543; Santa Cruz)
SRX1745741,hg38,Histone,H3K27ac,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","20390107,95.6,2.3,18742",GSM2144763: Tumor E H3K27ac; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=H3K27ac (39133; Active motif)
SRX1745742,hg38,TFs and others,ESR1,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","19287976,96.5,4.7,1205",GSM2144764: biological replicate Tumor B ERa; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=ERa (SC-543; Santa Cruz)
SRX1745745,hg38,Histone,H3K27ac,Uterus,Endometrial Stromal Tumors,"MeSH Description=Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules; (2) low-grade stromal sarcoma, or endolymphatic stromal myosis; and (3) malignant endometrial stromal sarcoma (SARCOMA, ENDOMETRIAL STROMAL).","23442310,94.1,10.6,35269",GSM2144767: biological replicate Tumor B H3K27ac; Homo sapiens; ChIP-Seq,source_name=Tamoxifen-associated endometrial tumor	tissue=endometrioid adenocarcinoma	chip antibody=H3K27ac (39133; Active motif)
SRX17491549,hg38,Histone,H3K27ac,Uterus,L-02,,"123870929,93.6,20.6,68211",GSM6564285: L02 H3K27ac WT ChIP; Homo sapiens; ChIP-Seq,"source_name=cell line	tissue=cell line	cell line=L02	cell type=human liver cell line	genotype=WT	antibody=H3K27ac(Active Motif,39133)"
SRX17561461,hg38,TFs and others,JUN,Adipocyte,LPS141,,"33465039,98.2,6.4,56601","GSM6578452: LPS141, DMSO, cJun, rep2; Homo sapiens; ChIP-Seq",source_name=LPS141	cell line=LPS141	cell type=liposarcoma cell	treatment=DMSO	timepoint=0h	chip antibody=cJun	geo_loc_name=missing	collection_date=missing
SRX17658338,hg38,ATAC-Seq,ATAC-Seq,Uterus,Cervical cancer cells,,"51928561,74.9,29.6,9464",GSM6595262: ATAC-seq of SiHa; Homo sapiens; ATAC-seq,source_name=SiHa	cell line=SiHa	cell type=cervical cancer cells	genotype=WT	geo_loc_name=missing	collection_date=missing
SRX17658339,hg38,ATAC-Seq,ATAC-Seq,Uterus,Cervical epithelial cell line,,"47395581,30.6,26.7,11771",GSM6595263: ATAC-seq of H8; Homo sapiens; ATAC-seq,source_name=H8	cell line=H8	cell type=Immortalized human cervical epithelial cells	genotype=WT	geo_loc_name=missing	collection_date=missing
SRX17658341,hg38,ATAC-Seq,ATAC-Seq,Uterus,Cervical cancer cells,,"56200180,69.6,34.4,5186",GSM6595265: ATAC-seq of KOE6E7SiHa; Homo sapiens; ATAC-seq,source_name=KOE6E7SiHa	cell line=KOE6E7SiHa	cell type=cervical cancer cells	genotype=KOE6E7	geo_loc_name=missing	collection_date=missing
SRX176856,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"29991295,99.2,9.5,23616",GSM986059: siNT ER E2 r1; Homo sapiens; ChIP-Seq,"source_name=siNT_ER_estrogen	cell line=MCF-7	cell type=breast cancer cells	stimulated with=E2 at final conc. 100nM for 3 hrs	genotype/variation=negative control	tranfected with=AllStars Negative Control siRNA (Cat nr:1027281, Qiagen)	chip antibody=anti-ERa	chip antibody vendor=Santa Cruz"
SRX176857,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"19920141,99.1,7.9,21899",GSM986060: siGATA ER E2 r1; Homo sapiens; ChIP-Seq,"source_name=siGATA_ER_estrogen	cell line=MCF-7	cell type=breast cancer cells	stimulated with=E2 at final conc. 100nM for 3 hrs	genotype/variation=GATA knockdown	tranfected with=ON-TARGET plus siRNA J-0033781-09, siGATA3-Custom-1, siGATA3-Custom-2	chip antibody=anti-ERa	chip antibody vendor=Santa Cruz"
SRX176858,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"16749008,98.3,10.3,24481",GSM986061: siNT ER E2 r2; Homo sapiens; ChIP-Seq,"source_name=siNT_ER_estrogen	cell line=MCF-7	cell type=breast cancer cells	stimulated with=E2 at final conc. 100nM for 3 hrs	genotype/variation=negative control	tranfected with=AllStars Negative Control siRNA (Cat nr:1027281, Qiagen)	chip antibody=anti-ERa	chip antibody vendor=Santa Cruz"
SRX176859,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"16503175,97.2,7.9,19151",GSM986062: siGATA ER E2 r2; Homo sapiens; ChIP-Seq,"source_name=siGATA_ER_estrogen	cell line=MCF-7	cell type=breast cancer cells	stimulated with=E2 at final conc. 100nM for 3 hrs	genotype/variation=GATA knockdown	tranfected with=ON-TARGET plus siRNA J-0033781-09, siGATA3-Custom-1, siGATA3-Custom-2	chip antibody=anti-ERa	chip antibody vendor=Santa Cruz"
SRX176860,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"33806462,99.3,25.3,77212",GSM986063: siNT ER E2 r3; Homo sapiens; ChIP-Seq,"source_name=siNT_ER_estrogen	cell line=MCF-7	cell type=breast cancer cells	stimulated with=E2 at final conc. 100nM for 3 hrs	genotype/variation=negative control	tranfected with=AllStars Negative Control siRNA (Cat nr:1027281, Qiagen)	chip antibody=anti-ERa	chip antibody vendor=Santa Cruz"
SRX176861,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"35210153,99.3,20.0,72023",GSM986064: siGATA ER E2 r3; Homo sapiens; ChIP-Seq,"source_name=siGATA_ER_estrogen	cell line=MCF-7	cell type=breast cancer cells	stimulated with=E2 at final conc. 100nM for 3 hrs	genotype/variation=GATA knockdown	tranfected with=ON-TARGET plus siRNA J-0033781-09, siGATA3-Custom-1, siGATA3-Custom-2	chip antibody=anti-ERa	chip antibody vendor=Santa Cruz"
SRX176886,hg38,TFs and others,ESR1,Breast,ZR-75-1,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"35754325,98.9,2.5,2337",GSM986089: ZR751 siNT ER E2 r1; Homo sapiens; ChIP-Seq,"source_name=ZR751_siNT_ER_estrogen	cell line=ZR751	cell type=breast cancer cells	stimulated with=E2 at final conc. 100nM for 3 hrs	genotype/variation=negative control	tranfected with=AllStars Negative Control siRNA (Cat nr:1027281, Qiagen)	chip antibody=anti-ERa	chip antibody vendor=Santa Cruz"
SRX176887,hg38,TFs and others,ESR1,Breast,ZR-75-1,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"33377016,98.8,2.6,1569",GSM986090: ZR751 siGATA ER E2 r1; Homo sapiens; ChIP-Seq,"source_name=ZR751_siGATA_ER_estrogen	cell line=ZR751	cell type=breast cancer cells	stimulated with=E2 at final conc. 100nM for 3 hrs	genotype/variation=GATA knockdown	tranfected with=ON-TARGET plus siRNA J-0033781-09, siGATA3-Custom-1, siGATA3-Custom-2	chip antibody=anti-ERa	chip antibody vendor=Santa Cruz"
SRX17911898,hg38,ATAC-Seq,ATAC-Seq,Uterus,Fallopian Tubes,"MeSH Description=A pair of highly specialized muscular canals extending from the UTERUS to its corresponding OVARY. They provide the means for OVUM collection, and the site for the final maturation of gametes and FERTILIZATION. The fallopian tube consists of an interstitium, an isthmus, an ampulla, an infundibulum, and fimbriae. Its wall consists of three histologic layers: serous, muscular, and an internal mucosal layer lined with both ciliated and secretory cells.","110042070,68.8,7.1,24982",GSM6637791: ATAC-seq from fallopian tube (ENCLB012EOB); Homo sapiens; ATAC-seq,"description=Homo sapiens female adult (46 years) fallopian tube tissue, preserved by flash-freezing	sample type=tissue	tissue=fallopian tube	sex=female	health state=DM: no; HTN: no; CAD: no	dev stage=adult	age=46 year	donor ID=ENCDO411EVD	lab=Michael Snyder, Stanford	source=Yiing Lin, MD, PhD"
